Ticker,Company name,Segment,Segment Number,CIQ Formula,Currency,1/1/2010,4/1/2010,7/1/2010,10/1/2010,1/1/2011,4/1/2011,7/1/2011,10/1/2011,1/1/2012,4/1/2012,7/1/2012,10/1/2012,1/1/2013,4/1/2013,7/1/2013,10/1/2013,1/1/2014,4/1/2014,7/1/2014,10/1/2014,1/1/2015,4/1/2015,7/1/2015,10/1/2015,1/1/2016,4/1/2016,7/1/2016,10/1/2016,1/1/2017,4/1/2017,7/1/2017,10/1/2017,1/1/2018,4/1/2018,7/1/2018,10/1/2018,1/1/2019,4/1/2019,7/1/2019,10/1/2019,1/1/2020,4/1/2020,7/1/2020,10/1/2020,1/1/2021,4/1/2021,7/1/2021,10/1/2021,1/1/2022,4/1/2022,7/1/2022,10/1/2022,1/1/2023,4/1/2023,7/1/2023
NYSE:ETN,Eaton,Segment Adjustment,6,IQ_BUS_SEG_OPER_INC_ABS,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYSE:ETN,Eaton,Hydraulics,7,IQ_BUS_SEG_OPER_INC_ABS,USD,54.0,77.0,76.0,72.0,106.0,120.0,109.0,103.0,109.0,123.0,93.0,44.0,78.0,112.0,89.0,120.0,112.0,99.0,84.0,93.0,67.0,75.0,44.0,62.0,41.0,59.0,61.0,37.0,60.0,74.0,80.0,74.0,90.0,101.0,94.0,85.0,59.0,53.0,51.0,30.0,55.0,37.0,43.0,51.0,84.0,73.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYSE:ETN,Eaton,Unallocated Goodwill,8,IQ_BUS_SEG_OPER_INC_ABS,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYSE:VRT,Vertiv,Americas,1,IQ_BUS_SEG_OPER_INC_ABS,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.9,87.1,101.1,82.4,87.5,91.5,130.0,133.1,142.4,126.4,128.6,113.4,72.8,57.9,82.5,115.2,170.5,190.6,239.8,254.0
NYSE:VRT,Vertiv,Asia Pacific,2,IQ_BUS_SEG_OPER_INC_ABS,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.7,20.4,46.2,50.2,35.7,20.9,56.1,53.6,66.5,53.1,62.8,69.4,68.1,41.5,68.5,83.3,81.1,39.1,62.6,74.1
NYSE:VRT,Vertiv,"Europe, Middle East & Africa",3,IQ_BUS_SEG_OPER_INC_ABS,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.4,20.6,16.7,19.5,8.0,20.8,27.5,0.9,56.3,33.4,62.4,59.0,62.8,33.2,61.8,57.4,82.2,64.9,100.6,96.9
NYSE:VRT,Vertiv,Eliminations,4,IQ_BUS_SEG_OPER_INC_ABS,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYSE:JCI,Johnson Controls,Building Solutions North America,1,IQ_BUS_SEG_OPER_INC_ABS,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.0,255.0,290.0,298.0,227.0,239.0,314.0,329.0,250.0,257.0,300.0,346.0,258.0,251.0,307.0,341.0,255.0,266.0,326.0,357.0,250.0,235.0,260.0,377.0,267.0,315.0,385.0,0.0
NYSE:JCI,Johnson Controls,Building Solutions EMEA / LA,2,IQ_BUS_SEG_OPER_INC_ABS,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,89.0,100.0,52.0,69.0,77.0,96.0,102.0,77.0,80.0,101.0,110.0,90.0,85.0,62.0,101.0,98.0,88.0,105.0,110.0,104.0,79.0,83.0,92.0,75.0,69.0,90.0,0.0
NYSE:JCI,Johnson Controls,Building Solutions Asia Pacific,3,IQ_BUS_SEG_OPER_INC_ABS,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,67.0,85.0,108.0,74.0,71.0,97.0,105.0,66.0,76.0,98.0,101.0,72.0,65.0,92.0,90.0,77.0,73.0,84.0,110.0,68.0,74.0,85.0,105.0,68.0,79.0,102.0,0.0
NYSE:JCI,Johnson Controls,Global Products,4,IQ_BUS_SEG_OPER_INC_ABS,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,242.0,437.0,373.0,286.0,228.0,435.0,389.0,190.0,251.0,333.0,405.0,203.0,216.0,378.0,337.0,212.0,284.0,505.0,435.0,301.0,412.0,570.0,311.0,382.0,488.0,593.0,0.0
ENXTPA:RXL,REXEL,Wholesale - Electronics,1,IQ_BUS_SEG_OPER_INC_ABS,EUR,89.1,124.9,145.3,126.1,151.1,158.4,165.6,123.9,176.0,134.2,172.0,165.2,128.3,94.5,162.0,136.1,111.4,144.6,150.1,120.1,105.0,102.6,119.6,0.0,93.0,126.7,107.4,69.9,130.2,102.3,128.5,-38.9,113.6,120.5,135.0,82.9,145.1,145.1,98.1,98.1,-148.4,-148.4,146.7,146.7,217.6,217.6,238.4,238.4,341.8,341.8,329.7,329.7,330.0,330.0,0.0
ENXTPA:RXL,REXEL,Wholesale - Electronics,1,IQ_BUS_SEG_OPER_INC_ABS,USD,120.5,153.4,197.4,169.1,214.3,230.0,222.7,161.0,234.6,170.1,220.9,217.8,164.4,122.8,219.3,187.4,153.5,198.0,189.4,145.4,112.8,114.3,133.5,0.0,105.9,140.7,120.7,73.8,139.2,116.7,151.9,-46.7,140.0,140.6,156.8,94.9,162.9,165.1,107.0,110.1,-163.1,-167.0,172.3,179.4,255.3,257.9,276.3,271.1,379.7,357.3,323.3,352.4,358.5,360.3,0.0
NYSE:WCC,Wesco,Electrical & Electronic Solutions (EES),1,IQ_BUS_SEG_OPER_INC_ABS,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,63.0,43.3,45.8,105.5,65.6,100.1,153.7,155.2,133.0,178.8,0.0,0.0,186.0,171.7,0.0,0.0
NYSE:WCC,Wesco,Communications & Security Solutions (CSS),2,IQ_BUS_SEG_OPER_INC_ABS,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6,11.3,9.9,27.9,89.6,89.7,74.0,111.3,108.2,101.9,104.0,0.0,0.0,151.9,136.4,0.0,0.0
NYSE:WCC,Wesco,Utility & Broadband Solutions (UBS),3,IQ_BUS_SEG_OPER_INC_ABS,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.8,50.5,41.8,51.8,74.1,64.1,87.0,94.7,108.2,122.8,129.9,0.0,0.0,178.8,180.9,0.0,0.0
NYSE:WCC,Wesco,Corporate,4,IQ_BUS_SEG_OPER_INC_ABS,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32.6,-41.0,-34.1,-110.2,-91.1,-126.5,-127.9,-140.8,-142.1,-137.5,-128.7,0.0,0.0,-134.9,-142.6,0.0,0.0
KOSE:A010120,LS Electric,Power Sector,1,IQ_BUS_SEG_OPER_INC_ABS,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KOSE:A010120,LS Electric,Automation Division,2,IQ_BUS_SEG_OPER_INC_ABS,USD,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,1.6,0.0,0.0,0.0,-2.5,0.0,0.0,0.0,9.5,0.0,0.0,0.0,3.8,0.0,0.0,0.0,7.1,0.0,0.0,0.0,3.1,0.0,0.0,0.0,8.8,0.0,0.0,0.0
KOSE:A010120,LS Electric,Metal Sector,3,IQ_BUS_SEG_OPER_INC_ABS,USD,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.8,0.0,0.0,0.0,-0.7,0.0,0.0,0.0,1.2,0.0,0.0,0.0,1.9,0.0,0.0,0.0
KOSE:A010120,LS Electric,IT Department,4,IQ_BUS_SEG_OPER_INC_ABS,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KOSE:A010120,LS Electric,Common Sector and Consolidation Adjustment,5,IQ_BUS_SEG_OPER_INC_ABS,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KOSE:A010120,LS Electric,Power Sector,1,IQ_BUS_SEG_OPER_INC_ABS,KRW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KOSE:A010120,LS Electric,Automation Division,2,IQ_BUS_SEG_OPER_INC_ABS,KRW,0.0,0.0,0.0,2099.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3058.0,0.0,0.0,0.0,1868.0,0.0,0.0,0.0,-2674.0,0.0,0.0,0.0,10623.0,0.0,0.0,0.0,4427.0,0.0,0.0,0.0,7780.0,0.0,0.0,0.0,3741.0,0.0,0.0,0.0,11005.0,0.0,0.0,0.0
KOSE:A010120,LS Electric,Metal Sector,3,IQ_BUS_SEG_OPER_INC_ABS,KRW,0.0,0.0,0.0,1351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1092.0,0.0,0.0,0.0,-186.0,0.0,0.0,0.0,693.0,0.0,0.0,0.0,765.0,0.0,0.0,0.0,887.0,0.0,0.0,0.0,-722.0,0.0,0.0,0.0,1385.0,0.0,0.0,0.0,2397.0,0.0,0.0,0.0
KOSE:A010120,LS Electric,IT Department,4,IQ_BUS_SEG_OPER_INC_ABS,KRW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KOSE:A010120,LS Electric,Common Sector and Consolidation Adjustment,5,IQ_BUS_SEG_OPER_INC_ABS,KRW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYSE:NVT,nVent,Enclosures,1,IQ_BUS_SEG_OPER_INC_ABS,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.6,40.3,45.7,44.1,34.5,40.6,47.9,47.4,38.9,45.6,48.2,47.6,39.9,40.9,28.2,44.0,35.4,48.8,53.7,56.4,43.2,50.3,61.5,71.9,72.3,82.5,90.0,89.4
NYSE:NVT,nVent,Electrical & Fastening Solutions,2,IQ_BUS_SEG_OPER_INC_ABS,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.4,31.7,41.3,35.2,32.5,31.7,40.9,38.9,33.0,31.2,41.6,41.3,35.6,33.5,34.7,40.7,41.3,39.2,48.9,48.4,45.0,47.1,58.8,60.8,53.2,61.3,86.5,97.6
NYSE:NVT,nVent,Thermal Management,3,IQ_BUS_SEG_OPER_INC_ABS,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.2,26.0,27.6,43.3,50.4,33.5,30.4,41.9,48.4,34.3,25.3,38.5,47.2,20.3,14.4,25.5,33.7,21.0,24.9,31.6,43.7,32.4,28.3,35.9,44.2,30.9,28.6,34.8
NYSE:ATKR,Atkore,Electrical,1,IQ_BUS_SEG_OPER_INC_ABS,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYSE:ATKR,Atkore,Safety & Infrastructure,2,IQ_BUS_SEG_OPER_INC_ABS,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYSE:ATKR,Atkore,Eliminations,3,IQ_BUS_SEG_OPER_INC_ABS,USD,-14.0,-16.0,-18.0,-21.0,0.0,-15.0,-19.0,-11.0,-14.0,-16.0,-11.0,-9.0,-7.0,-9.0,-10.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NasdaqGS:HON,Honeywell,Aerospace (Including Transportation Systems),1,IQ_BUS_SEG_OPER_INC_ABS,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730.0,769.0,703.0,759.0,790.0,663.0,752.0,777.0,833.0,856.0,798.0,791.0,663.0,739.0,796.0,819.0,780.0,893.0,893.0,918.0,891.0,801.0,838.0,907.0,908.0,954.0,937.0,528.0,617.0,822.0,762.0,710.0,740.0,839.0,753.0,767.0,818.0,890.0,827.0,924.0,963.0
NasdaqGS:HON,Honeywell,HONEYWELL BUILDING TECHNOLOGIES,2,IQ_BUS_SEG_OPER_INC_ABS,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408.0,424.0,360.0,412.0,441.0,408.0,377.0,391.0,421.0,461.0,416.0,427.0,430.0,335.0,271.0,300.0,297.0,297.0,262.0,250.0,282.0,305.0,305.0,315.0,322.0,296.0,336.0,360.0,368.0,375.0,375.0,385.0,386.0
NasdaqGS:HON,Honeywell,Performance Materials and Technologies,3,IQ_BUS_SEG_OPER_INC_ABS,USD,170.0,214.0,194.0,171.0,284.0,281.0,254.0,223.0,319.0,350.0,275.0,210.0,374.0,438.0,413.0,400.0,473.0,475.0,444.0,425.0,503.0,509.0,474.0,473.0,461.0,520.0,503.0,628.0,483.0,553.0,563.0,607.0,519.0,597.0,560.0,652.0,564.0,644.0,582.0,643.0,512.0,419.0,442.0,478.0,434.0,530.0,558.0,598.0,510.0,601.0,615.0,628.0,566.0,622.0,633.0
NasdaqGS:HON,Honeywell,Safety and Productivity Solutions,4,IQ_BUS_SEG_OPER_INC_ABS,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.0,181.0,150.0,173.0,172.0,185.0,194.0,214.0,213.0,231.0,231.0,267.0,262.0,272.0,212.0,191.0,195.0,192.0,178.0,213.0,219.0,297.0,303.0,292.0,245.0,189.0,253.0,231.0,271.0,325.0,260.0,239.0,190.0
NasdaqGS:HON,Honeywell,Corporate and ALL Other,5,IQ_BUS_SEG_OPER_INC_ABS,USD,-32.0,-68.0,-56.0,-66.0,-68.0,-56.0,-84.0,-68.0,-49.0,-58.0,-57.0,-54.0,-51.0,-55.0,-51.0,-70.0,-51.0,-58.0,-58.0,-69.0,-50.0,-50.0,-56.0,0.0,-49.0,0.0,-59.0,-61.0,-55.0,0.0,-82.0,-96.0,-64.0,-64.0,-53.0,-100.0,-76.0,-72.0,-54.0,-54.0,-41.0,-25.0,-7.0,-23.0,-29.0,-54.0,-72.0,-71.0,-86.0,-92.0,-120.0,-114.0,-81.0,-118.0,-90.0
SHSE:601877,CHINT,Low Voltage Division,1,IQ_BUS_SEG_OPER_INC_ABS,CNY,200.3,0.0,258.1,0.0,222.0,365.9,312.6,299.9,295.3,456.1,454.1,460.6,312.0,567.6,564.1,537.0,384.4,653.7,652.5,618.6,394.2,617.7,606.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHSE:601877,CHINT,Solar Energy Division,2,IQ_BUS_SEG_OPER_INC_ABS,CNY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHSE:601877,CHINT,Offset of Business Segment,3,IQ_BUS_SEG_OPER_INC_ABS,CNY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHSE:601877,CHINT,Low Voltage Division,1,IQ_BUS_SEG_OPER_INC_ABS,USD,29.3,0.0,38.6,0.0,33.9,56.6,49.0,47.6,46.9,71.7,72.2,73.9,50.2,92.4,92.2,88.7,61.8,105.1,106.3,99.7,63.6,99.6,95.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHSE:601877,CHINT,Solar Energy Division,2,IQ_BUS_SEG_OPER_INC_ABS,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHSE:601877,CHINT,Offset of Business Segment,3,IQ_BUS_SEG_OPER_INC_ABS,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
